SubPlot;idTree;Xfield;Yfield;Family;spName;Genus;Species;CircCorr
1;100628;5;128,50000000000000;Fabaceae;Vouacapoua_americana;Vouacapoua;americana;52,5
1;100629;5;127,00000000000000;Sapotaceae;Pouteria_bilocularis;Pouteria;bilocularis;90
1;100630;3,5;130,50000000000000;Chrysobalanaceae;Hirtella_glandistipula;Hirtella;glandistipula;52
1;100631;5;132,00000000000000;Annonaceae;Oxandra_asbeckii;Oxandra;asbeckii;42
1;100636;4;137,00000000000000;Annonaceae;Oxandra_asbeckii;Oxandra;asbeckii;40
1;100637;1;136,50000000000000;Chrysobalanaceae;Licania_canescens;Licania;canescens;82
1;100638;2;139,00000000000000;Fabaceae;Dicorynia_guianensis;Dicorynia;guianensis;174
1;100639;3,5;142,50000000000000;Fabaceae;Inga_gracilifolia;Inga;gracilifolia;48,5
1;100640;6,5;147,00000000000000;Chrysobalanaceae;Hymenopus_heteromorphus;Hymenopus;heteromorphus;57
1;100642;3,5;152,50000000000000;Lecythidaceae;Eschweilera_sagotiana;Eschweilera;sagotiana;130
1;100644;5;154,00000000000000;Chrysobalanaceae;Licania_laxiflora;Licania;laxiflora;52
1;100645;3,5;157,00000000000000;Lecythidaceae;Eschweilera_sagotiana;Eschweilera;sagotiana;118,5
1;100646;8,5;157,00000000000000;Chrysobalanaceae;Licania_laxiflora;Licania;laxiflora;59,5
1;100725;14;200,50000000000000;Lecythidaceae;Eschweilera_sagotiana;Eschweilera;sagotiana;53,5
1;100726;13,5;201,00000000000000;Annonaceae;Oxandra_asbeckii;Oxandra;asbeckii;39,5
1;100727;12,5;200,50000000000000;Fabaceae;Eperua_falcata;Eperua;falcata;262,5
1;100729;19;196,50000000000000;Fabaceae;Eperua_grandiflora;Eperua;grandiflora;114
1;100730;21;192,00000000000000;Annonaceae;Oxandra_asbeckii;Oxandra;asbeckii;40,5
1;100732;13;191,50000000000000;Chrysobalanaceae;Leptobalanus_sprucei;Leptobalanus;sprucei;44,5
1;100734;10;190,00000000000000;Meliaceae;Carapa_surinamensis;Carapa;surinamensis;117,5
1;100735;14,5;188,00000000000000;Annonaceae;Duguetia_calycina;Duguetia;calycina;35
1;100736;14;186,00000000000000;Fabaceae;Eperua_falcata;Eperua;falcata;170,5
1;100738;15;184,00000000000000;Chrysobalanaceae;Licania_ovalifolia;Licania;ovalifolia;55
1;100739;13,5;182,00000000000000;Fabaceae;Bocoa_prouacensis;Bocoa;prouacensis;48
1;100740;10,5;179,00000000000000;Chrysobalanaceae;Licania_laxiflora;Licania;laxiflora;59
1;100741;9,5;179,50000000000000;Celastraceae;Maytenus_sp.1-CAY;Maytenus;sp.1-CAY;123
1;100742;20,5;185,00000000000000;Fabaceae;Eperua_falcata;Eperua;falcata;78
1;100743;18,5;174,50000000000000;Euphorbiaceae;Hevea_guianensis;Hevea;guianensis;47
1;100744;17;174,00000000000000;Clusiaceae;Moronobea_coccinea;Moronobea;coccinea;69
1;100746;13;171,00000000000000;Fabaceae;Enterolobium_schomburgkii;Enterolobium;schomburgkii;148
1;100747;14,5;167,50000000000000;Chrysobalanaceae;Licania_membranacea;Licania;membranacea;54
1;100748;18;171,00000000000000;Chrysobalanaceae;Couepia_bracteosa;Couepia;bracteosa;151,5
1;100750;18;169,00000000000000;Chrysobalanaceae;Licania_canescens;Licania;canescens;88
1;100752;20;167,00000000000000;Fabaceae;Bocoa_prouacensis;Bocoa;prouacensis;76,5
1;100753;17;162,50000000000000;Lecythidaceae;Eschweilera_congestiflora;Eschweilera;congestiflora;55,5
1;100755;13;160,50000000000000;Clusiaceae;Moronobea_coccinea;Moronobea;coccinea;81
1;100756;16;155,50000000000000;Sapotaceae;Pradosia_cochlearia;Pradosia;cochlearia;84
1;100757;16,5;155,00000000000000;Peraceae;Chaetocarpus_schomburgkianus;Chaetocarpus;schomburgkianus;113
1;100758;13,5;155,00000000000000;Dichapetalaceae;Tapura_capitulifera;Tapura;capitulifera;44
1;100760;20,5;147,00000000000000;Annonaceae;Oxandra_asbeckii;Oxandra;asbeckii;45
1;100761;20,5;142,00000000000000;Chrysobalanaceae;Licania_laxiflora;Licania;laxiflora;55
1;100763;18;137,50000000000000;Dichapetalaceae;Tapura_capitulifera;Tapura;capitulifera;115,5
1;100764;17,5;139,00000000000000;Annonaceae;Oxandra_asbeckii;Oxandra;asbeckii;37,5
1;100765;14,5;142,50000000000000;Euphorbiaceae;Conceveiba_guianensis;Conceveiba;guianensis;45
1;100766;12,5;146,00000000000000;Sapotaceae;Chrysophyllum_prieurii;Chrysophyllum;prieurii;62
1;100767;11;142,00000000000000;Chrysobalanaceae;Licania_alba;Licania;alba;97,5
1;100768;10;139,50000000000000;Lecythidaceae;Couratari_multiflora;Couratari;multiflora;39
1;100769;10,5;139,00000000000000;Goupiaceae;Goupia_glabra;Goupia;glabra;161,5
1;100770;14;137,50000000000000;Fabaceae;Abarema_mataybifolia;Abarema;mataybifolia;80
1;100771;20;133,50000000000000;Lecythidaceae;Eschweilera_decolorans;Eschweilera;decolorans;94,5
1;100773;17;131,50000000000000;Annonaceae;Oxandra_asbeckii;Oxandra;asbeckii;48
1;100775;11,5;131,00000000000000;Clusiaceae;Tovomita_caloneura;Tovomita;caloneura;39,5
1;100797;28;168,50000000000000;Peraceae;Pogonophora_schomburgkiana;Pogonophora;schomburgkiana;34,5
1;100798;24,5;171,00000000000000;Fabaceae;Swartzia_panacoco;Swartzia;panacoco var. panacoco;131,5
1;100799;22;172,50000000000000;Fabaceae;Eperua_falcata;Eperua;falcata;162,5
1;100800;27;176,50000000000000;Lecythidaceae;Couratari_multiflora;Couratari;multiflora;35
1;100801;29;181,00000000000000;Peraceae;Pogonophora_schomburgkiana;Pogonophora;schomburgkiana;67
1;100802;22,5;182,00000000000000;Chrysobalanaceae;Licania_alba;Licania;alba;123,5
1;100803;27;183,50000000000000;Chrysobalanaceae;Licania_laxiflora;Licania;laxiflora;88
1;100804;28;185,50000000000000;Clusiaceae;Moronobea_coccinea;Moronobea;coccinea;89
1;100805;22;185,00000000000000;Euphorbiaceae;Sandwithia_guyanensis;Sandwithia;guyanensis;37
1;100807;25,5;191,00000000000000;Annonaceae;Oxandra_asbeckii;Oxandra;asbeckii;36,5
1;100808;27,5;195,00000000000000;Euphorbiaceae;Sandwithia_guyanensis;Sandwithia;guyanensis;33,5
1;100809;25,5;195,00000000000000;Clusiaceae;Symphonia_sp.1;Symphonia;sp.1;62,5
1;100810;25,5;196,50000000000000;Bignoniaceae;Jacaranda_copaia;Jacaranda;copaia subsp. copaia;134
1;100811;25,5;201,00000000000000;Clusiaceae;Moronobea_coccinea;Moronobea;coccinea;86
1;100812;23,5;202,50000000000000;Malvaceae;Sterculia_speciosa;Sterculia;speciosa;84
1;100813;28;199,00000000000000;Dichapetalaceae;Tapura_capitulifera;Tapura;capitulifera;235,5
1;100815;29;206,00000000000000;Fabaceae;Enterolobium_schomburgkii;Enterolobium;schomburgkii;127,5
1;100816;27,5;210,00000000000000;Lecythidaceae;Couratari_multiflora;Couratari;multiflora;47
1;100817;23,5;207,50000000000000;Fabaceae;Eperua_falcata;Eperua;falcata;64,5
1;100818;24,5;211,50000000000000;Fabaceae;Eperua_falcata;Eperua;falcata;178
1;100648;4,5;167,50000000000000;Euphorbiaceae;Hevea_guianensis;Hevea;guianensis;94,5
1;100651;4,5;169,50000000000000;Sapindaceae;Indet.Sapindaceae_Indet.;Indet.Sapindaceae;Indet.;52,5
1;100652;3;170,00000000000000;Dichapetalaceae;Tapura_capitulifera;Tapura;capitulifera;42
1;100869;33,5;215,00000000000000;Chrysobalanaceae;Licania_laxiflora;Licania;laxiflora;78,5
1;100871;31,5;212,50000000000000;Meliaceae;Guarea_guidonia;Guarea;guidonia;62
1;100872;35;211,50000000000000;Chrysobalanaceae;Licania_ovalifolia;Licania;ovalifolia;49,5
1;100874;42;214,50000000000000;Euphorbiaceae;Hevea_guianensis;Hevea;guianensis;43,5
1;100875;42;214,50000000000000;Chrysobalanaceae;Leptobalanus_sprucei;Leptobalanus;sprucei;57
1;100876;42;210,00000000000000;Myrtaceae;Eugenia_sp.FG14-Holst;Eugenia;sp.FG14-Holst;56
1;100877;40,5;208,50000000000000;Chrysobalanaceae;Parinari_campestris;Parinari;campestris;147
1;100879;32,5;203,00000000000000;Fabaceae;Bocoa_prouacensis;Bocoa;prouacensis;67
1;100880;31;197,50000000000000;Fabaceae;Eperua_falcata;Eperua;falcata;182,5
1;100881;34;199,00000000000000;Clusiaceae;Tovomita_sp.5-CAY;Tovomita;sp.5-CAY;37
1;100883;35,5;198,50000000000000;Annonaceae;Oxandra_asbeckii;Oxandra;asbeckii;35
1;100884;42,5;201,00000000000000;Lecythidaceae;Lecythis_persistens;Lecythis;persistens subsp. aurantiaca;36,5
1;100885;40,5;198,50000000000000;Chrysobalanaceae;Licania_alba;Licania;alba;66
1;100886;36;192,50000000000000;Chrysobalanaceae;Licania_membranacea;Licania;membranacea;138
1;100889;30;191,00000000000000;Lecythidaceae;Eschweilera_sagotiana;Eschweilera;sagotiana;119,5
1;100891;35;187,50000000000000;Chrysobalanaceae;Hirtella_glandulosa;Hirtella;glandulosa;123
1;100892;34;185,50000000000000;Annonaceae;Oxandra_asbeckii;Oxandra;asbeckii;40
1;100819;25,5;213,00000000000000;Chrysobalanaceae;Licania_ovalifolia;Licania;ovalifolia;108
1;100820;25;214,00000000000000;Lecythidaceae;Couratari_gloriosa;Couratari;gloriosa;37
1;100821;23;215,50000000000000;Clusiaceae;Symphonia_sp.1;Symphonia;sp.1;94
1;100822;27,5;214,00000000000000;Euphorbiaceae;Hevea_guianensis;Hevea;guianensis;56,5
1;100823;27,5;219,00000000000000;Melastomataceae;Mouriri_crassifolia;Mouriri;crassifolia;111
1;100824;23,5;218,50000000000000;Lecythidaceae;Lecythis_persistens;Lecythis;persistens subsp. aurantiaca;35
1;100826;27;228,50000000000000;Lecythidaceae;Couratari_guianensis;Couratari;guianensis;52
1;100827;26;230,50000000000000;Lecythidaceae;Lecythis_persistens;Lecythis;persistens subsp. aurantiaca;50,5
1;100831;24,5;234,50000000000000;Melastomataceae;Mouriri_crassifolia;Mouriri;crassifolia;53,5
1;100832;24,5;235,50000000000000;Clusiaceae;Tovomita_caloneura;Tovomita;caloneura;54
1;100833;25;238,50000000000000;Dichapetalaceae;Tapura_capitulifera;Tapura;capitulifera;265
1;100834;24,5;241,00000000000000;Moraceae;Brosimum_guianense;Brosimum;guianense;52,5
1;100835;23;243,00000000000000;Malvaceae;Theobroma_guianense;Theobroma;guianense;62
1;100838;21;250,00000000000000;Moraceae;Brosimum_rubescens;Brosimum;rubescens;63,5
1;100841;28,5;245,00000000000000;Sapotaceae;Pradosia_cochlearia;Pradosia;cochlearia;43,5
1;100843;30,5;247,50000000000000;Lecythidaceae;Eschweilera_sagotiana;Eschweilera;sagotiana;49,5
1;100845;35,5;247,50000000000000;Clusiaceae;Symphonia_sp.1;Symphonia;sp.1;94,5
1;100846;34;245,00000000000000;Burseraceae;Protium_surinamense;Protium;surinamense;108
1;100894;38,5;186,50000000000000;Euphorbiaceae;Hevea_guianensis;Hevea;guianensis;96
1;100895;41;187,00000000000000;Fabaceae;Eperua_grandiflora;Eperua;grandiflora;137
1;100897;38;179,50000000000000;Fabaceae;Bocoa_prouacensis;Bocoa;prouacensis;46
1;100898;36;175,00000000000000;Annonaceae;Oxandra_asbeckii;Oxandra;asbeckii;46,5
1;100899;29;174,00000000000000;Fabaceae;Eperua_falcata;Eperua;falcata;116
1;100900;33;168,50000000000000;Annonaceae;Oxandra_asbeckii;Oxandra;asbeckii;40
1;100901;33,5;167,50000000000000;Fabaceae;Eperua_falcata;Eperua;falcata;112,5
1;100902;34;169,50000000000000;Chrysobalanaceae;Parinari_campestris;Parinari;campestris;125,5
1;100903;35;170,00000000000000;Fabaceae;Eperua_falcata;Eperua;falcata;127
1;100904;36;170,00000000000000;Fabaceae;Swartzia_polyphylla;Swartzia;polyphylla;288,32
1;100905;41,5;175,00000000000000;Fabaceae;Eperua_falcata;Eperua;falcata;71
1;100906;39;170,00000000000000;Dichapetalaceae;Tapura_capitulifera;Tapura;capitulifera;43,5
1;100907;41;170,50000000000000;Chrysobalanaceae;Licania_laxiflora;Licania;laxiflora;59
1;100908;36,5;164,00000000000000;Dichapetalaceae;Tapura_capitulifera;Tapura;capitulifera;42,5
1;100909;32;163,00000000000000;Sapotaceae;Micropholis_obscura;Micropholis;obscura;192
1;100910;36;161,00000000000000;Chrysobalanaceae;Licania_canescens;Licania;canescens;63
1;100911;33,5;157,50000000000000;Sapotaceae;Chrysophyllum_prieurii;Chrysophyllum;prieurii;57
1;100912;32,5;156,50000000000000;Lecythidaceae;Eschweilera_decolorans;Eschweilera;decolorans;126,25
1;100914;38;158,00000000000000;Myristicaceae;Iryanthera_sagotiana;Iryanthera;sagotiana;77
1;100915;36,5;155,00000000000000;Chrysobalanaceae;Licania_laxiflora;Licania;laxiflora;51
1;100698;19,5;242,00000000000000;Lecythidaceae;Lecythis_persistens;Lecythis;persistens subsp. aurantiaca;58
1;100699;20;240,50000000000000;Fabaceae;Eperua_grandiflora;Eperua;grandiflora;230,5
1;100700;13,5;241,00000000000000;Malvaceae;Catostemma_fragrans;Catostemma;fragrans;45
1;100701;11,5;239,00000000000000;Fabaceae;Swartzia_polyphylla;Swartzia;polyphylla;178,14625
1;100702;12,5;237,00000000000000;Sapotaceae;Pradosia_cochlearia;Pradosia;cochlearia;54
1;100703;11;235,00000000000000;Fabaceae;Eperua_falcata;Eperua;falcata;154
1;100704;10;235,00000000000000;Chrysobalanaceae;Couepia_bracteosa;Couepia;bracteosa;142,5
1;100705;16;232,00000000000000;Chrysobalanaceae;Licania_parvifructa;Licania;parvifructa;77,5
1;100706;17;235,00000000000000;Lecythidaceae;Lecythis_poiteaui;Lecythis;poiteaui;90
1;100708;20;230,00000000000000;Clusiaceae;Symphonia_sp.1;Symphonia;sp.1;76
1;100710;10;229,50000000000000;Fabaceae;Vouacapoua_americana;Vouacapoua;americana;69,5
1;100711;10;229,00000000000000;Euphorbiaceae;Sandwithia_guyanensis;Sandwithia;guyanensis;40
1;100712;14;226,00000000000000;Chrysobalanaceae;Licania_alba;Licania;alba;58,25
1;100713;14;226,00000000000000;Chrysobalanaceae;Licania_alba;Licania;alba;121
1;100714;20,5;227,50000000000000;Clusiaceae;Tovomita_obovata;Tovomita;obovata;108,5
1;100718;21;219,00000000000000;Peraceae;Pogonophora_schomburgkiana;Pogonophora;schomburgkiana;77,375
1;100719;17;212,00000000000000;Apocynaceae;Tabernaemontana_attenuata;Tabernaemontana;attenuata;47,5
1;100721;20;208,00000000000000;Fabaceae;Eperua_grandiflora;Eperua;grandiflora;81
1;100939;50,5;136,50000000000000;Sapotaceae;Chrysophyllum_prieurii;Chrysophyllum;prieurii;85,5
1;100940;51,5;137,00000000000000;Dichapetalaceae;Tapura_capitulifera;Tapura;capitulifera;84
1;100777;21;225,00000000000000;Chrysobalanaceae;Couepia_guianensis;Couepia;guianensis subsp. glandulosa ;46
1;100778;30;205,50000000000000;Chrysobalanaceae;Licania_laxiflora;Licania;laxiflora;40
1;100779;22;172,50000000000000;Lecythidaceae;Eschweilera_sagotiana;Eschweilera;sagotiana;66
1;100780;36,5;190,00000000000000;Clusiaceae;Moronobea_coccinea;Moronobea;coccinea;54
1;100782;31,5;224,00000000000000;Lecythidaceae;Couratari_calycina;Couratari;calycina;56,5
1;100783;50;225,00000000000000;Violaceae;Amphirrhox_longifolia;Amphirrhox;longifolia;46
1;100784;25,5;125,50000000000000;Lecythidaceae;Eschweilera_decolorans;Eschweilera;decolorans;43
1;100785;27,5;126,50000000000000;Lecythidaceae;Eschweilera_decolorans;Eschweilera;decolorans;74
1;100786;22,5;129,00000000000000;Lecythidaceae;Eschweilera_decolorans;Eschweilera;decolorans;93,5
1;100787;24,5;133,00000000000000;Fabaceae;Parkia_nitida;Parkia;nitida;124
1;100794;28;158,00000000000000;Peraceae;Chaetocarpus_schomburgkianus;Chaetocarpus;schomburgkianus;41
1;100795;26,5;160,00000000000000;Clusiaceae;Tovomita_sp.5-CAY;Tovomita;sp.5-CAY;38
1;100796;27;163,00000000000000;Sapotaceae;Pradosia_cochlearia;Pradosia;cochlearia;114,5
1;101006;54,5;245,50000000000000;Dichapetalaceae;Tapura_capitulifera;Tapura;capitulifera;57
1;101007;58,5;246,00000000000000;Fabaceae;Eperua_falcata;Eperua;falcata;158,5
1;101008;60;244,50000000000000;Lecythidaceae;Eschweilera_decolorans;Eschweilera;decolorans;53
1;100941;49;138,50000000000000;Lecythidaceae;Eschweilera_decolorans;Eschweilera;decolorans;54
1;100942;42,5;139,50000000000000;Chrysobalanaceae;Licania_canescens;Licania;canescens;41,5
1;100943;45;142,00000000000000;Lecythidaceae;Eschweilera_decolorans;Eschweilera;decolorans;77
1;100944;44,5;144,00000000000000;Lecythidaceae;Eschweilera_decolorans;Eschweilera;decolorans;53
1;100945;41,5;144,50000000000000;Lecythidaceae;Eschweilera_sagotiana;Eschweilera;sagotiana;121,5
1;100946;48,5;144,00000000000000;Annonaceae;Oxandra_asbeckii;Oxandra;asbeckii;54
1;100947;48,5;144,50000000000000;Lecythidaceae;Eschweilera_sagotiana;Eschweilera;sagotiana;72
1;100948;51;140,50000000000000;Lecythidaceae;Lecythis_persistens;Lecythis;persistens subsp. aurantiaca;60,5
1;100950;49;148,50000000000000;Sapotaceae;Pouteria_bilocularis;Pouteria;bilocularis;81
1;100951;47;150,00000000000000;Dichapetalaceae;Tapura_capitulifera;Tapura;capitulifera;54,5
1;100952;43;152,00000000000000;Annonaceae;Oxandra_asbeckii;Oxandra;asbeckii;40
1;100955;42,5;158,50000000000000;Dichapetalaceae;Tapura_capitulifera;Tapura;capitulifera;105
1;100956;44;159,00000000000000;Fabaceae;Abarema_mataybifolia;Abarema;mataybifolia;86,5
1;100958;44;153,50000000000000;Chrysobalanaceae;Hymenopus_heteromorphus;Hymenopus;heteromorphus;56,5
1;100959;49;154,50000000000000;Sapotaceae;Pradosia_cochlearia;Pradosia;cochlearia;89
1;100960;48;160,50000000000000;Fabaceae;Eperua_grandiflora;Eperua;grandiflora;150
1;100961;49;161,50000000000000;Euphorbiaceae;Sandwithia_guyanensis;Sandwithia;guyanensis;38,5
1;100962;46,5;159,50000000000000;Dichapetalaceae;Tapura_capitulifera;Tapura;capitulifera;37
1;100963;46;163,50000000000000;Sapotaceae;Pouteria_eugeniifolia;Pouteria;eugeniifolia;95,5
1;101009;58;244,50000000000000;Annonaceae;Oxandra_asbeckii;Oxandra;asbeckii;48
1;101011;58,5;240,00000000000000;Euphorbiaceae;Sandwithia_guyanensis;Sandwithia;guyanensis;37,5
1;101012;61;239,50000000000000;Fabaceae;Eperua_grandiflora;Eperua;grandiflora;65
1;101013;55;239,00000000000000;Peraceae;Chaetocarpus_sp.1-CAY;Chaetocarpus;sp.1-CAY;100
1;101014;54,5;240,00000000000000;Sapotaceae;Pouteria_eugeniifolia;Pouteria;eugeniifolia;227
1;101015;51,5;238,50000000000000;Chrysobalanaceae;Couepia_habrantha;Couepia;habrantha;83,5
1;101016;51;235,50000000000000;Fabaceae;Bocoa_prouacensis;Bocoa;prouacensis;69
1;101017;56;233,00000000000000;Simaroubaceae;Homalolepis_cedron;Homalolepis;cedron;40
1;101018;56,5;232,00000000000000;Lecythidaceae;Lecythis_persistens;Lecythis;persistens subsp. aurantiaca;43
1;101019;60;235,00000000000000;Violaceae;Rinorea_pectinosquamata;Rinorea;pectinosquamata;36
1;101022;52,5;224,00000000000000;Chrysobalanaceae;Licania_laxiflora;Licania;laxiflora;110
1;101023;51,5;224,00000000000000;Fabaceae;Eperua_falcata;Eperua;falcata;147
1;101024;50,5;225,00000000000000;Fabaceae;Vouacapoua_americana;Vouacapoua;americana;79
1;101026;58,5;222,00000000000000;Malvaceae;Sterculia_speciosa;Sterculia;speciosa;41
1;101027;56,5;221,50000000000000;Chrysobalanaceae;Couepia_guianensis;Couepia;guianensis subsp. glandulosa ;66
1;101028;56;220,00000000000000;Clusiaceae;Moronobea_coccinea;Moronobea;coccinea;63,5
1;101029;53;224,00000000000000;Malvaceae;Theobroma_guianense;Theobroma;guianense;55
1;101030;52;215,00000000000000;Clusiaceae;Symphonia_sp.1;Symphonia;sp.1;122
1;101031;52;213,50000000000000;Chrysobalanaceae;Couepia_habrantha;Couepia;habrantha;61
1;101032;56;212,50000000000000;Euphorbiaceae;Hevea_guianensis;Hevea;guianensis;83
1;100964;45;163,00000000000000;Annonaceae;Oxandra_asbeckii;Oxandra;asbeckii;48
1;100965;48,5;166,00000000000000;Chrysobalanaceae;Licania_canescens;Licania;canescens;54
1;100966;42,5;169,00000000000000;Fabaceae;Eperua_falcata;Eperua;falcata;114
1;100967;44,5;177,50000000000000;Fabaceae;Abarema_jupunba;Abarema;jupunba var. jupunba;151,5
1;100968;46;179,00000000000000;Euphorbiaceae;Sandwithia_guyanensis;Sandwithia;guyanensis;34
1;100969;45,5;180,50000000000000;Fabaceae;Swartzia_polyphylla;Swartzia;polyphylla;72,08
1;100970;43,5;182,50000000000000;Fabaceae;Eperua_grandiflora;Eperua;grandiflora;83,5
1;100971;49;183,50000000000000;Annonaceae;Oxandra_asbeckii;Oxandra;asbeckii;37
1;100972;46,5;187,00000000000000;Meliaceae;Carapa_surinamensis;Carapa;surinamensis;79
1;100973;45,5;185,00000000000000;Fabaceae;Eperua_grandiflora;Eperua;grandiflora;42
1;100974;44;188,50000000000000;Malvaceae;Theobroma_guianense;Theobroma;guianense;58
1;100975;45;190,00000000000000;Fabaceae;Eperua_grandiflora;Eperua;grandiflora;67
1;100976;43,5;188,50000000000000;Sapotaceae;Chrysophyllum_argenteum;Chrysophyllum;argenteum;50
1;100977;48;193,50000000000000;Fabaceae;Eperua_falcata;Eperua;falcata;155
1;100978;42;197,50000000000000;Fabaceae;Recordoxylon_speciosum;Recordoxylon;speciosum;148
1;100979;44;198,50000000000000;Chrysobalanaceae;Licania_alba;Licania;alba;105,5
1;100980;46,5;198,00000000000000;Chrysobalanaceae;Licania_micrantha;Licania;micrantha;46
1;100981;47,5;202,00000000000000;Simaroubaceae;Homalolepis_cedron;Homalolepis;cedron;39
1;100983;49;204,50000000000000;Lecythidaceae;Eschweilera_congestiflora;Eschweilera;congestiflora;57,5
1;100984;44;210,00000000000000;Humiriaceae;Humiriastrum_subcrenatum;Humiriastrum;subcrenatum;165,5
1;101033;56;211,00000000000000;Fabaceae;Eperua_falcata;Eperua;falcata;210
1;101035;53,5;208,00000000000000;Lecythidaceae;Gustavia_hexapetala;Gustavia;hexapetala;36
1;101036;52,5;204,50000000000000;Annonaceae;Oxandra_asbeckii;Oxandra;asbeckii;39
1;101037;56,5;200,00000000000000;Lauraceae;Sextonia_rubra;Sextonia;rubra;162,5
1;101038;56,5;197,50000000000000;Lecythidaceae;Eschweilera_decolorans;Eschweilera;decolorans;99,5
1;101039;52,5;198,50000000000000;Elaeocarpaceae;Sloanea_brachytepala;Sloanea;brachytepala;87
1;101040;53,5;195,50000000000000;Chrysobalanaceae;Hymenopus_heteromorphus;Hymenopus;heteromorphus;74,5
1;101041;60;194,50000000000000;Lecythidaceae;Eschweilera_decolorans;Eschweilera;decolorans;87
1;101042;61;191,00000000000000;Peraceae;Chaetocarpus_schomburgkianus;Chaetocarpus;schomburgkianus;59,5
